race_course,race_no,date,horse_name,r1_l8,r2_l8,r3_l8,r4_l8,r5_l8,r1_l6,r2_l6,r3_l6,r4_l6,r5_l6,r1_l4,r2_l4,r3_l4,r4_l4,r5_l4,r1_l2,r2_l2,r3_l2,r4_l2,r5_l2
rosehill-gardens,2,2023-01-14,Kalino,-1.7,-2.24,-0.67,-2.62,-2.15,-1.48,-1.9,-0.67,-2.27,-1.37,-1.65,-1.19,-0.58,-2.48,-0.95,-0.78,-0.02,-0.03,-0.79,-0.2
rosehill-gardens,2,2023-01-14,Destination,-0.94,-2.19,-1.95,0,0.22,-0.74,-1.72,-1.56,0,0.45,-0.91,-1.57,-1.14,0,0.56,-0.42,-0.73,-0.45,0,0.64
rosehill-gardens,2,2023-01-14,Garrison,-1.78,-1.05,0.41,-0.35,0,-1.71,-0.82,-0.07,-1.29,-3.11,-1.58,-0.96,-0.05,-1.48,-2.53,-0.65,-0.35,0.65,-0.52,-1.01
rosehill-gardens,2,2023-01-14,With Your Blessing,-2.57,-3.29,-2.13,0,-1.78,-1.91,-2.58,-1.65,-1.09,-2.12,-1.38,-1.84,-1.22,-1.36,-1.65,-0.42,-0.86,-0.53,-0.89,-0.58
rosehill-gardens,2,2023-01-14,Tramonto,-2.04,-1.7,-0.56,-0.48,-0.93,-1.41,-1.45,-1.21,-0.39,-0.63,-0.98,-1,-0.51,-0.15,-0.19,-0.4,-0.29,-0.16,0.32,0.08
rosehill-gardens,2,2023-01-14,Dynamic Impact,-1.81,0,0.08,-0.2,-0.13,-2.14,0,0.73,-0.53,-0.61,-2.4,0,1.46,-1.03,-0.79,-0.86,0,1.86,-0.34,-0.26
rosehill-gardens,2,2023-01-14,Asif,-1.86,-2.34,-2.12,-2.43,-2.24,-1.43,-1.83,-2.21,-2.29,-1.97,-1.06,-1.54,-1.82,-1.84,-1.39,-0.21,-0.55,-1.26,-0.71,-0.38
rosehill-gardens,2,2023-01-14,Xpresso,-1.38,-1.91,0,-0.88,-1.61,-0.95,-1.29,0,-0.29,-1.99,-1.18,-0.65,0,-0.47,-2.09,-0.29,-0.56,0,-0.06,-1.02
rosehill-gardens,1,2023-01-14,Sense Of Humour,-0.63,0,0,0,0,-0.23,0,0,0,0,-0.42,0,0,0,0,-0.21,0,0,0,0
rosehill-gardens,1,2023-01-14,Energized,-0.59,-1.07,0,0,0,-0.3,-1.11,0,0,0,-0.1,-0.94,0,0,0,0.3,-0.32,0,0,0
rosehill-gardens,3,2023-01-14,King Of Spades,-1.45,-0.27,-1.18,-1.02,-1.45,-1.18,-0.25,-0.94,-1.29,-1.3,-1.21,-0.07,-0.13,-1.38,-1.21,-0.53,0.6,0.52,-0.55,-0.38
rosehill-gardens,3,2023-01-14,Zaru,-1.59,-2.01,-1.02,-1.14,-1.47,-1.3,-1.84,-1.67,-1.62,-1.32,-1.29,-1.69,-1.51,-1.34,-1.17,-0.53,-0.69,-0.9,-0.64,-0.5
rosehill-gardens,3,2023-01-14,Eastern Glow,-1.5,-1.05,-1.37,-0.09,0,-1.22,-1.39,-0.98,-0.33,0,-1.03,-1.29,-1,-0.09,0,-0.23,-0.61,-0.21,-0.02,0
rosehill-gardens,3,2023-01-14,Lockdown Gamble,-0.93,-0.2,-1.07,-1.83,-0.62,-0.72,0.09,-0.87,-1.67,-0.66,-0.87,0.42,-0.76,-0.9,-0.67,-0.33,0.31,-0.33,-0.05,0.04
rosehill-gardens,3,2023-01-14,Evocator,-1.1,-1.33,0.13,-1.64,-1.91,-0.92,-1.27,-0.41,-3,-2.43,-0.85,-1.33,0.59,-1.54,-1.23,-0.37,-0.57,-0.36,0,-1.04
rosehill-gardens,3,2023-01-14,Little Prophet,-0.34,-2.07,-0.6,-1.57,-0.63,0.23,-1.63,-0.58,-1.47,0.27,0.06,-1.42,-0.47,-1.12,0.41,0.31,-0.51,0.52,-0.13,0.39
rosehill-gardens,3,2023-01-14,Roussos,-1.4,0.35,-1.9,-3.88,-0.66,-1.13,0.4,-1.69,-3.32,-0.91,-0.99,0.05,-1.26,-1.83,-0.51,0.07,0.23,0.08,-1.18,-0.45
rosehill-gardens,3,2023-01-14,Trooper Knuckle,-1.31,-1.94,-2.54,-2.15,-0.5,-0.68,-1.63,-1.69,-1.57,-0.4,-0.14,-1.04,-1.39,-1.15,-0.22,-0.07,0.05,-0.15,-0.25,0.06
rosehill-gardens,3,2023-01-14,Mr Severino,-1.68,-1.42,-2.68,0.66,-1.64,-1.35,-1.28,-2.13,0.61,-0.39,-1.34,-1.06,-1.15,1.04,-1.15,-0.72,-0.12,0.05,0.38,-0.48
rosehill-gardens,3,2023-01-14,Danzadel,-1.37,-2.34,-2.08,-2.12,-0.82,-1.08,-1.51,-1.55,-1.92,-1.87,-1.07,-0.97,-0.66,-1.49,-1.51,-0.49,-0.31,-0.41,-0.74,-0.56
rosehill-gardens,3,2023-01-14,Dark Satin,-0.62,-2.08,-2.49,-2.53,-1.76,0.11,-2.23,-1.46,-2.04,-1.54,0.45,-2.2,-0.78,-1.27,-1.29,0.47,-1.08,-0.22,-0.62,-0.66
rosehill-gardens,3,2023-01-14,Master Of Rewards,-0.89,-1.77,-1.94,-2.36,-1.65,-0.54,-1.92,-1.15,-1.99,-0.93,-0.67,-1.91,-0.65,-1.22,-0.15,-0.17,-0.77,0.01,-0.59,0.13
rosehill-gardens,3,2023-01-14,Harley Fat Boy,-1.61,-1.78,-0.67,-1.09,0,-1.48,-0.98,-0.3,-0.48,-0.47,-1.04,-0.22,0.04,0.2,0.04,-0.18,0.61,-0.14,0.18,0.34
rosehill-gardens,2,2023-01-28,King's Gambit,-1.64,0,0,0,0,-1.22,0,0,0,0,-1,0,0,0,0,-0.48,0,0,0,0
rosehill-gardens,2,2023-01-28,Red Resistance,-0.69,0,0,0,0,-1.11,0,0,0,0,-1.74,0,0,0,0,-0.77,0,0,0,0
rosehill-gardens,2,2023-01-28,Fameux,-1.01,0,0,0,0,-0.58,0,0,0,0,-0.37,0,0,0,0,0.25,0,0,0,0
rosehill-gardens,3,2023-01-28,Cosmic Minerva,-2.73,-0.29,0,-1.16,0.25,-2.36,-0.08,0,-1.63,0.51,-1.85,-0.16,0,-1.69,0.15,-0.88,-0.48,0,-0.77,0.29
rosehill-gardens,3,2023-01-28,Tympanist,-3.48,-1.42,-3.38,1.74,-1.52,-3.07,-1.05,-3.09,1.35,-0.9,-2.05,-0.82,-2.1,1.5,-0.78,-0.75,0.1,-0.78,1.52,-0.25
rosehill-gardens,3,2023-01-28,Resonator,-0.83,-1.14,-1.61,0,-1.75,-0.26,-0.82,-0.94,0,-1.48,0.04,-0.63,-0.72,0,-1.54,-0.01,-0.19,-0.18,0,-1.06
rosehill-gardens,3,2023-01-28,Three Wise Men,-2.13,-3.34,-2.98,-2.31,-1.34,-1.73,-2.51,-2.84,-2.27,-1.16,-1.01,-1.5,-2.43,-1.76,-0.8,-0.12,-0.47,-1.28,-0.86,-0.42
rosehill-gardens,3,2023-01-28,Wineglass Bay,-3.4,0,0,0,0,-3.09,0,0,0,0,-2.07,0,0,0,0,-0.65,0,0,0,0
rosehill-gardens,3,2023-01-28,Wategos,-3.38,-1.09,-2.46,-1.51,-1.66,-2.97,-0.78,-1.87,-2.31,-1.44,-1.97,-0.56,-1.62,-1.54,-1.1,-0.65,-0.02,-0.65,-0.49,-0.41
rosehill-gardens,3,2023-01-28,Daytona,-1.25,-1.93,-1.54,-2.08,-0.28,-0.72,-1.61,-1.39,-1.84,-0.65,-0.5,-1.3,-1.54,-1.73,-0.34,-0.27,-0.64,-0.49,-0.73,0.01
rosehill-gardens,3,2023-01-28,African Daisy,-1.72,-0.4,0,-0.98,-1.66,-1.42,-1.08,-1.27,-1.15,-1.62,-1.02,-1.43,-0.72,-0.4,-1.1,-0.33,-0.33,-0.18,-0.01,-0.22
rosehill-gardens,1,2023-01-28,Zegalo,-1.39,1.24,-1.41,-1.92,-0.98,-1.37,1.82,-1.37,-1.66,-0.49,-1.01,1.3,-0.98,-1.26,-0.39,-0.31,0.92,0.13,-0.58,-0.01
rosehill-gardens,1,2023-01-28,Lord Desanimaux,-2.74,-3.26,-2.7,-0.71,-2.14,-2.31,-2.33,-2.46,-0.39,-0.82,-1.64,-1.57,-1.84,-0.33,-0.34,-0.6,-0.44,-0.76,0.44,-0.08
rosehill-gardens,1,2023-01-28,Epic Ranger,-1.26,-0.92,0.56,0,0.02,-1.01,-0.9,0.28,-0.96,0.33,-1.07,-0.58,-0.5,-0.38,0.75,0.27,-0.13,-0.01,0.23,0.56
rosehill-gardens,1,2023-01-28,King Of Spades,-0.15,-1.45,-0.27,-1.18,-1.02,-0.23,-1.18,-0.25,-0.94,-1.29,-0.77,-1.21,-0.07,-0.13,-1.38,-0.24,-0.53,0.6,0.52,-0.55
rosehill-gardens,1,2023-01-28,Jousting,-1.33,2.3,4.75,0,3.91,-1.22,2.78,3.57,-2.1,3.6,-1.28,2.38,2.69,-1.64,2.94,-0.1,2.02,1.12,-0.62,2.19
rosehill-gardens,1,2023-01-28,Olakau'atu,-1.26,0.3,0.87,-0.5,2.23,-0.93,-0.95,-0.14,-0.59,-0.04,-0.05,0.02,-0.13,-0.9,-0.26,0.11,-0.25,0.11,-0.76,-0.35
rosehill-gardens,1,2023-01-28,How's It Kev,-1,-1.24,-2.04,-1.1,1.39,-1.02,-1.92,-1.94,-0.82,1.13,-0.65,-1.4,-1.47,-1.17,0.17,-0.55,-0.85,-0.32,-0.7,0.13
rosehill-gardens,1,2023-01-28,Danzadel,-1.02,-1.37,-2.34,-2.08,-2.12,-1.08,-1.08,-1.51,-1.55,-1.92,-1.26,-1.07,-0.97,-0.66,-1.49,-0.55,-0.49,-0.31,-0.41,-0.74
rosehill-gardens,1,2023-01-28,Smelisha,-2.41,-2.85,0,-0.2,-2.53,-1.81,-2.88,0,-0.39,-2.45,-1.15,-1.57,0,-0.14,-1.49,-0.44,-0.66,0,0.6,-0.98
rosehill-gardens,1,2023-01-28,Master Of Rewards,-1.38,-0.89,-1.77,-1.94,-2.36,-1.52,-0.54,-1.92,-1.15,-1.99,-1.5,-0.67,-1.91,-0.65,-1.22,-0.69,-0.17,-0.77,0.01,-0.59
rosehill-gardens,1,2023-01-28,Agirlsbestfriend,-2.22,-1.63,0,-0.24,-0.01,-2.48,-2.41,0,-0.63,0.57,-2.3,-1.84,0,-0.82,1.28,-0.97,-0.87,0,-0.22,0
rosehill-gardens,1,2023-01-28,Amarantz,-1.85,-1.08,-1.56,-0.59,-3.04,-2.17,-1.58,-1.19,-1.61,-3.69,-1.14,-1.29,-0.94,-1.11,-2.39,-0.47,-0.74,-0.57,-0.39,-1.37
rosehill-gardens,1,2023-01-28,Behind The Storm,-2.81,0,0,2.39,-1.29,-2.2,-2.4,-2.03,2.03,-1.4,-1.71,-1.86,-1.38,1.98,-0.8,-0.78,-0.93,-0.31,1.89,-0.33
rosehill-gardens,1,2023-01-28,Eastern Glow,-1.06,-1.5,-1.05,-1.37,-0.09,-1.24,-1.22,-1.39,-0.98,-0.33,-1.18,-1.03,-1.29,-1,-0.09,-0.53,-0.23,-0.61,-0.21,-0.02
rosehill-gardens,3,2023-02-18,Hypothetical,1.51,-1.52,-1.63,-0.79,0,-0.02,-1.27,-1.4,-0.34,0,0.52,-1.02,-0.86,-0.38,0,0.34,-0.3,-0.38,-0.13,0
rosehill-gardens,3,2023-02-18,The Poacher,-1.74,-2.7,-1.3,-1.8,-0.7,-1.46,-2.31,-0.91,-2.05,-0.76,-1.04,-1.93,-0.28,-1.51,-0.85,-0.32,-0.82,0.26,-0.34,-0.42
rosehill-gardens,3,2023-02-18,Duchy Of Savoy,-2.2,0.66,-0.47,-0.33,-4.07,-2,1.03,-0.64,-0.36,-3.54,-1.37,1.44,-1.39,-0.06,-2.55,-0.61,1.63,-0.52,0.3,-1.02
rosehill-gardens,3,2023-02-18,Party For One,-2.19,0,-2.33,-2.99,-0.36,-2.05,0,-1.97,-2.78,-0.83,-1.87,0,-1.51,-2.01,-1.47,-1.06,0,-0.65,-0.76,-0.66
rosehill-gardens,3,2023-02-18,Billiondollarbaby,-1.06,-2.18,-0.65,-1.68,1.7,-0.92,-1.83,-0.82,-1.66,1.42,-0.89,-1.5,-0.35,-1.63,1.12,-0.14,-0.59,-0.24,-0.59,0.86
rosehill-gardens,3,2023-02-18,Insurrection,-2.48,0.54,-2.58,0.38,-1.87,-2.2,1.17,-2.01,0.47,-1.42,-1.69,1.3,-1.63,-0.05,-1.16,-0.85,1.34,-0.84,0.16,-0.37
rosehill-gardens,3,2023-02-18,Renosu,-1.65,0.34,-1.12,1.38,0.37,-1.33,0.91,-1.37,1.23,0.33,-0.61,0.93,-0.87,1.6,-0.33,-0.19,0.76,-0.18,1.88,-0.05
rosehill-gardens,3,2023-02-18,Parisal,-2.62,-1.42,-0.95,0,0,-2.27,-0.59,-0.82,0,0,-1.66,-0.06,-1.08,0,0,-0.73,0.67,-0.26,0,0
rosehill-gardens,2,2023-02-18,Cheerful Legend,-3.14,0,-1.63,-1.13,-0.51,-2.3,0,-1.42,-0.9,-0.78,-1.55,0,-1.44,-0.21,-0.73,-0.74,0,-0.7,-0.12,-0.28
rosehill-gardens,2,2023-02-18,True Crime,-2.05,-1.39,-2.2,-0.27,3.1,-1.68,-1.71,-0.95,-0.04,2.52,-1.15,-1.56,-0.45,-0.32,1.38,-0.37,-0.42,-0.25,-0.03,1.33
rosehill-gardens,2,2023-02-18,Kibosh,-2.12,-0.93,-1.26,-0.99,0,-1.3,-0.66,-1.1,-0.82,0,-0.57,-0.48,-0.42,-0.79,0,-0.04,-0.06,-0.14,-0.17,0
rosehill-gardens,2,2023-02-18,Deniliquin,-0.31,-3.58,-1.05,0,-1.54,0.12,-3.45,-0.84,0,-1.79,0.59,-2.26,-0.48,0,-0.65,0.85,-1.18,0.11,0,-0.29
rosehill-gardens,2,2023-02-18,Cuban Granchico,-0.94,-0.37,-0.9,-1.19,0,-1.36,-0.1,-0.9,-1.22,0,-0.83,-0.12,-0.44,-0.18,0,-0.17,0.1,0.01,-0.18,0
rosehill-gardens,2,2023-02-18,New Republic,-1.13,-0.92,-1.87,-2.03,-1.1,-1.57,-1.24,-2.35,-1.47,-0.48,-1.16,-0.8,-1.39,-0.97,-0.27,-0.3,-0.16,-0.64,-0.44,0.34
rosehill-gardens,2,2023-02-18,Miracle Spin,-0.2,-1.74,-2.14,-0.84,0,0.23,-1.72,-2.98,-1.25,0,0.77,-0.82,-1.9,-0.96,0,1.26,-0.39,-0.74,-0.62,0
rosehill-gardens,2,2023-02-18,Luvoir,-0.94,-1.98,-2.05,-0.66,-1.96,-0.73,-1.04,-1.72,-0.52,-1.53,-0.36,-0.45,-1.31,-0.73,-1.15,-0.05,-0.08,-0.61,-0.42,-0.46
rosehill-gardens,2,2023-02-18,Oh Golly Gosh,-1.25,-3.05,0,-1.78,-1.21,-1.04,-2.87,0.44,-1.17,-1.49,-0.67,-2.25,0.3,-0.77,-1.18,-0.16,-1,0.67,-0.37,-0.47
rosehill-gardens,2,2023-02-18,State Of America,0.24,-0.85,-2.01,-0.25,0.73,-0.22,-0.57,-2.32,-0.24,0.54,0.24,-0.37,-2.39,-0.02,0.46,0.77,0.02,-1.29,0.18,0.82
rosehill-gardens,2,2023-02-18,Carolina Fire,-0.9,-1.65,-1.41,-0.76,-1.03,-0.85,-1.48,-1.32,0.39,-0.76,-0.64,-0.58,-1.07,0.36,-0.23,-0.13,-0.33,-0.47,0.39,0.44
rosehill-gardens,2,2023-02-18,Butch'n'bugs,-1.74,-1.39,-1.93,-0.62,-0.55,-2.08,-1.46,-1.64,-0.63,0.13,-1.11,-0.84,-1.27,-0.57,0.61,-0.21,-0.35,-0.61,-0.19,0.78
rosehill-gardens,2,2023-02-18,Whisky Wisdom,-1.84,-0.37,-0.97,0,0,-1.65,-0.34,-0.84,0,0,-0.74,-0.68,-0.71,0,0,0.15,-0.62,-0.68,0,0
rosehill-gardens,2,2023-02-18,The Fossil,-0.71,-0.01,-1.74,-1.74,-1.03,-0.85,-0.56,-0.81,-1.09,-0.87,-1.15,0.25,-0.67,-0.82,-0.97,-0.18,0.47,-0.01,0,-0.08
rosehill-gardens,1,2023-02-18,Super Extreme,-1.77,-1.61,-2.29,-2.44,-1.89,-1.34,-1.32,-2.3,-1.89,-1.73,-1.44,-1.33,-2.19,-1.26,-1.46,-0.92,-0.43,-1.01,-0.61,-0.67
rosehill-gardens,1,2023-02-18,Sizzle Minizzle,-0.37,0,0.07,1.31,-0.05,-1.19,0,0.36,0.94,0.36,-0.92,0,-0.05,0.4,0.67,-0.87,0,-0.09,0.38,0.02
rosehill-gardens,1,2023-02-18,Preemptory,-1.01,-2.52,-2.33,-1.34,-0.16,-0.66,-2.07,-0.97,-1.5,-0.13,-0.88,-1.88,-0.65,-1.06,-0.27,-0.34,-0.63,-0.27,-0.85,0.33
rosehill-gardens,1,2023-02-18,Evocator,-2.69,-0.62,-1.1,-1.33,0.13,-2.54,-0.76,-0.92,-1.27,-0.41,-2.1,-1.1,-0.85,-1.33,0.59,-0.99,-0.35,-0.37,-0.57,-0.36
rosehill-gardens,1,2023-02-18,Stratum Pride,-1.42,-1.3,-0.59,-0.05,-3.32,-1.59,-0.98,-0.6,0.27,-2.16,-1.16,-0.26,-0.37,0.55,-1.87,-0.22,0.04,-0.03,0.45,-1.07
rosehill-gardens,1,2023-02-18,Duty,2.29,-0.26,0.41,-1.09,1.59,2.48,-1.04,0.78,-0.8,2.17,2.9,-0.06,0.65,-0.22,1.09,1.49,0.37,0.97,-0.18,1.2
rosehill-gardens,1,2023-02-18,Atmospheric Rock,-2.36,-3.84,-0.29,-1.27,0,-1.83,-3.32,-1.1,-1.24,0,-1.14,-2.27,-1.2,-0.78,0,-0.63,-1.08,-0.5,-0.15,0
rosehill-gardens,1,2023-02-18,Bon Frankie,0,-0.45,-3.36,-0.79,-1.84,0,-0.6,-3.03,-1.84,-1.82,0,-0.42,-1.56,-1.79,-1.14,0,0.58,-0.72,-1.13,-0.94
rosehill-gardens,1,2023-02-18,Indicative,-0.97,-1.73,1.67,-1.08,0,-0.8,-1.84,1.4,-0.88,-2.08,-0.95,-1.71,0.8,-1.48,-1.72,-0.25,-0.93,0.78,-0.33,-0.37
rosehill-gardens,1,2023-02-18,Syrian Star,-1.88,-1.75,-1.54,-1.63,-1.75,-1.3,-1.48,-1.85,-1.53,-0.12,-1.34,-0.99,-1.94,-0.98,-1.52,-0.42,-0.18,-0.91,0,0.07
rosehill-gardens,1,2023-02-18,Blood River,0.46,-0.61,-0.5,0,0.43,0.86,-0.48,-1.04,0,-0.82,0.81,-0.75,-0.65,0,-0.8,0.63,-0.09,0.15,0,-0.14
rosehill-gardens,1,2023-02-18,Brazen Impact,0,-1.2,-1.74,0,-1.28,0,-0.79,-1.56,0,-1.42,0,-0.54,-1.25,0,-1.18,0,-0.41,-0.72,0,-0.56
rosehill-gardens,3,2023-03-11,Tamerlane,-1.96,-1.95,-2.12,-1.15,-2.16,-1.96,-1.71,-1.84,-1.02,-1.76,-1.72,-1.01,-1.19,-0.66,-1.58,-1.06,-0.34,-0.3,-0.26,-0.77
rosehill-gardens,3,2023-03-11,Maotai,-1.72,-0.61,-0.96,-2.79,-1.9,-1.09,-0.1,-0.9,-1.8,-1.79,-1.04,0.64,-0.95,-1.55,-1.55,-0.28,-0.2,-0.35,-0.66,-0.77
rosehill-gardens,3,2023-03-11,Finepoint,-1.77,-2.15,-1.53,-0.59,0,-2.09,-1.93,-1.37,-0.66,0,-1.24,-1.16,-1.22,-0.87,0,-0.41,-0.43,-0.57,-0.1,0
rosehill-gardens,3,2023-03-11,Dynamic Impact,-1.49,-2.41,-1.17,-2.17,-1.81,-0.93,-2.07,-1.71,-1.86,-2.14,-0.75,-1.61,-1.6,-1.36,-2.4,-0.02,-1.01,-0.57,-0.66,-0.86
rosehill-gardens,3,2023-03-11,Attractable,-1.1,-3.19,0.8,-2.02,-0.9,0.18,-2.55,1.12,-1.34,-0.46,0.74,-1.24,1.29,-0.92,-0.15,0.74,-0.6,1.19,-0.22,0.27
rosehill-gardens,3,2023-03-11,Riduna,1.17,-2.13,-1.05,-1.58,-2.4,1.37,-1.83,-1.29,-0.18,-1.72,0.89,-1.5,-0.86,-0.05,-1.03,0.06,-0.53,-0.19,0.26,-0.28
rosehill-gardens,2,2023-03-11,Zulfiqar,0,-0.86,-0.86,-1.24,0,0,-1.33,-1.01,-1.49,0,0,-1.09,-0.75,-1.3,0,0,-0.33,-0.34,-0.81,0
rosehill-gardens,2,2023-03-11,Maharba,-2.21,-0.53,0,0,0,-2,0.15,0,0,0,-1.1,0.17,0,0,0,-0.26,0.13,0,0,0
rosehill-gardens,2,2023-03-11,Shinzo,-1.26,-2.66,0,0,0,-0.62,-2.24,0,0,0,-0.66,-2.01,0,0,0,-0.06,-1.02,0,0,0
rosehill-gardens,2,2023-03-11,Bases Loaded,-0.86,-1.44,0,0,0,-0.26,-0.99,0,0,0,-0.26,-0.78,0,0,0,0.14,-0.25,0,0,0
rosehill-gardens,2,2023-03-11,Introducing,-2.03,0,0,0,0,-1.65,0,0,0,0,-1.56,0,0,0,0,-0.82,0,0,0,0
rosehill-gardens,2,2023-03-11,Godzilla,-2.17,0,0,0,0,-1.9,0,0,0,0,-1.28,0,0,0,0,-0.6,0,0,0,0
rosehill-gardens,1,2023-03-11,Astero,-2.71,-2.06,-0.42,-1.77,-2.28,-2.63,-1.93,-0.33,-1.48,-2.02,-2.13,-1.59,-0.43,-1.31,-1.56,-1.07,-0.61,-0.11,-0.31,-0.9
rosehill-gardens,1,2023-03-11,Oxford Tycoon,-0.9,-2.18,0.59,0,-1.76,-1,-1.48,0.26,0,-1.6,-1.3,-0.83,-0.6,0,-1.08,-0.39,-0.36,-0.13,0,-0.28
rosehill-gardens,1,2023-03-11,Shotmaker,0.14,-2.23,-1.46,0,0.92,0.69,-1.76,-1.15,0,1.35,0.72,-1.33,-1.17,0,1.2,0.98,-0.58,-0.26,0,1.23
rosehill-gardens,1,2023-03-11,Miss Kojiki,-1.69,0,-0.57,-1.63,0.16,-1.26,-0.68,-1.46,-0.16,0.91,-1.09,-0.52,-1.36,-1.2,1.09,-0.25,0,-0.59,0.75,0.42
rosehill-gardens,1,2023-03-11,Catesby,-1.65,-1.17,-0.66,-1.97,-1.39,-1.34,-0.92,-0.54,-1.08,-1.31,-1.09,-0.86,-0.53,-1.19,-0.64,-0.29,-0.33,-0.03,-0.56,-0.35
rosehill-gardens,1,2023-03-11,Lancaster Bomber,-1.79,-1.35,-1.51,-1.46,-2.7,-1.32,-0.92,-1.83,-0.95,-2.27,-0.79,-0.82,-1.6,-0.5,-1.57,0.03,-0.3,-0.34,0.13,-0.87
rosehill-gardens,1,2023-03-11,Prince Invincible,-1.97,-0.8,1.22,-0.68,-1.51,-1.52,-0.49,0.37,-0.38,-1.06,-0.99,-0.19,1.05,-0.28,-0.82,-0.13,0.19,1.07,-0.09,-0.11
rosehill-gardens,1,2023-03-11,Miss Einstein,-1.81,-2.1,0,-1.96,0,-1.66,-1.66,0,-2.47,0,-1.3,-1.01,0,-2.4,0,-0.6,-0.47,0,-1.07,0
rosehill-gardens,1,2023-03-11,Oakfield Twilight,1.78,-0.44,-0.56,-1.82,0,2.09,-0.35,-0.9,-1.84,0,1.84,-0.29,-0.62,-1.16,0,1.51,0.07,-0.02,-0.29,0
rosehill-gardens,1,2023-03-11,Jacquine Reward,-0.5,0.11,0,1.38,0.1,-0.38,0.2,0,0.89,0.19,-0.66,-0.54,0,-0.33,0.88,-0.38,0.18,0,1.03,1.24
rosehill-gardens,1,2023-03-11,Border Control,-1.82,-1.7,0,-0.42,2.5,-1.64,-1.57,0,-0.51,2.48,-1.53,-1.43,0,-0.78,2.42,-0.85,-0.62,0,-0.57,2.13
rosehill-gardens,1,2023-03-11,Nictock,-1.47,-0.15,0.45,-1.26,-1.92,-1.06,-0.33,0.85,-1.07,-1.16,-0.61,0.71,0.65,-0.9,-0.71,-0.01,0.64,0.53,-0.38,-0.04
rosehill-gardens,3,2023-03-18,Glint Of Hope,-1.3,-2.65,-2.21,-0.93,-1.99,-0.8,-2.51,-1.43,-0.46,-2.05,-0.49,-1.72,-0.18,-0.69,-1.42,0.22,-0.58,-0.33,0.49,-0.43
rosehill-gardens,3,2023-03-18,Thalassophile,-2.44,-2.57,-1.96,-1.46,-1.89,-2.04,-2.08,-1.57,-1.28,-1.88,-1.53,-1.49,-1.09,-1.23,-1.23,-0.58,-0.75,-0.39,-0.77,-0.15
rosehill-gardens,3,2023-03-18,Honeycreeper,-2.96,-2.83,-2.31,-2.05,0,-2.24,-2.06,-1.89,-1.46,0,-1.65,-1.43,-0.76,-0.72,0,-0.44,-0.48,-0.64,-0.1,0
rosehill-gardens,3,2023-03-18,Bellatrix Black,-1.41,-2.33,0,0,0,-1.71,-1.85,0,0,0,-0.9,-1.48,0,0,0,0.15,-0.46,0,0,0
rosehill-gardens,3,2023-03-18,Gin Martini,-2.55,-2.63,-2.49,-1.87,0,-2.07,-2.23,-1.36,-2.68,0,-1.56,-1.33,-0.78,-1.73,0,-0.41,-0.46,-0.14,-0.43,0
rosehill-gardens,3,2023-03-18,Pink Ivory,-2.83,-2.8,0,2.68,-1.49,-2.31,-2.57,0,2.07,-1.29,-1.68,-1.68,0,2.14,-1.08,-0.59,-0.31,0,1.98,-0.57
rosehill-gardens,3,2023-03-18,Douceur,-2.64,-2.47,-1.45,-0.7,-1.09,-2.1,-2.05,-1.09,-1.34,-0.63,-1.53,-1.51,-0.76,-0.59,-0.14,-0.34,-0.42,-0.06,-0.05,0.06
rosehill-gardens,3,2023-03-18,Supagirl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosehill-gardens,3,2023-03-18,Sanstoc,-2.65,-2.51,3.47,0,0,-2.19,-2.26,4.41,0,0,-1.58,-1.55,3.17,0,0,-0.85,-0.86,2.32,0,0
rosehill-gardens,3,2023-03-18,Hometruths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosehill-gardens,3,2023-03-18,Aravene,-4.27,-2.93,-1.9,1.68,-2.96,-3.23,-2.59,-1.65,1.53,-2.42,-2,-1.7,-1.31,1.49,-1.55,-0.6,-0.44,-0.75,0.97,-0.41
rosehill-gardens,3,2023-03-18,Carolina Fire,-2.88,-1.72,-0.9,-1.65,-1.41,-1.96,-1.23,-0.85,-1.48,-1.32,-1.21,-1.09,-0.64,-0.58,-1.07,-0.31,-0.35,-0.13,-0.33,-0.47
rosehill-gardens,3,2023-03-18,Queenmaker,-0.55,-1.07,1.17,0.03,-1.96,-0.27,-1.12,0.58,0.67,-0.68,-0.16,-1.19,0.21,1,-0.65,0.26,-0.45,0.23,0.78,-0.39
rosehill-gardens,3,2023-03-18,Sunchaser,-2.49,-2.39,-3.18,-2.01,0,-2.29,-2.34,-1.98,-1.21,0,-1.95,-1.71,-0.98,-1,0,-0.69,-0.1,-0.17,-0.45,0
rosehill-gardens,2,2023-03-18,Sir Lucan,-4.37,0,0,0,0,-3.37,0,0,0,0,-2.1,0,0,0,0,-0.7,0,0,0,0
rosehill-gardens,2,2023-03-18,Torrens,-4.37,-3.75,-0.26,-2.85,-1.19,-3.05,-3.07,0.02,-2.39,-1.28,-1.98,-2.13,0.16,-1.56,-0.8,-0.58,-0.76,0.12,-0.56,0.3
rosehill-gardens,2,2023-03-18,High Emocean,0,0,50.24,-2.13,-1.46,0,0,37.8,-1.39,-1.62,0,0,25.52,-0.5,0.2,0,0,-0.2,-0.37,0
