race_course,race_no,date,horse_name,r1_l8,r2_l8,r3_l8,r4_l8,r5_l8,r1_l6,r2_l6,r3_l6,r4_l6,r5_l6,r1_l4,r2_l4,r3_l4,r4_l4,r5_l4,r1_l2,r2_l2,r3_l2,r4_l2,r5_l2
rosehill-gardens,1,2022-11-05,New Tycoon,-0.69,0.53,-1.14,-1.25,0.1,-0.67,0.22,-0.85,-0.95,0,-0.35,0.57,-0.78,-0.76,0.39,0.16,0.78,0.06,-0.55,0.42
rosehill-gardens,1,2022-11-05,Black Duke,0,-0.52,-1.63,-2.94,-1.07,0,-0.51,-1.01,-2.65,-0.89,0,-0.1,-0.67,-1.49,-0.84,0,0.77,-0.44,-0.54,-0.21
rosehill-gardens,1,2022-11-05,Damaged,-0.05,-3.55,-2.32,-1.26,-1.72,-0.9,-3.29,-1.8,-1.52,-1.82,-1.11,-2.26,-1.9,-1.04,-1.4,-0.43,-0.88,-1.31,-0.43,-0.83
rosehill-gardens,1,2022-11-05,Danish Prince,0,-1.26,-1.27,0.75,-1.96,0,-1.27,-1.01,0.46,-2.16,0,-1.13,-0.87,0.32,-2.01,0,-0.49,-0.58,0.13,-0.99
rosehill-gardens,1,2022-11-05,Media Starguest,-2.07,-2.08,-2.17,-1.5,0,-1.99,-1.43,-2.23,-1.52,0,-1.07,-0.62,-1.41,-1.52,0,-0.24,0.14,-0.36,-0.64,0
rosehill-gardens,1,2022-11-05,Either Oar,-0.02,-1,-1.15,-0.31,-1.2,0.39,-0.99,-0.55,-0.89,-0.67,0.42,-0.66,-0.83,-0.39,-0.23,0.62,0.05,-0.17,0.42,-0.15
rosehill-gardens,1,2022-11-05,Verbek,-1.28,-1.77,-2.29,-1.78,-0.86,-1.57,-1.09,-1.59,-1.93,-0.7,-1.92,-1.25,-1.29,-1.58,-0.14,-0.32,-0.57,-0.76,-0.63,0.34
rosehill-gardens,1,2022-11-05,Eye See Things,-0.3,-0.12,-2.12,-1.74,-1.32,0.09,-0.11,-1.99,-1.47,-1.02,-0.08,0.26,-1.87,-1.26,-0.96,0.24,0.77,-0.72,-0.7,-0.15
rosehill-gardens,1,2022-11-05,Cool Lad,0.33,-0.76,-1.11,0,-1.52,-0.68,-0.47,-0.63,0,-1.74,-0.59,0.01,-0.87,0,-1.2,-0.23,0.56,-0.31,0,-0.43
rosehill-gardens,2,2022-11-05,To The Nines,-0.5,0,3.98,0.48,-1.7,-0.18,-2.47,3.63,0.34,-1.45,-0.38,-2.09,3.49,0.27,-0.74,0.14,-0.83,2.92,0.98,-0.36
rosehill-gardens,2,2022-11-05,James Barrie,2.62,-0.5,0,-2.19,0,2.8,-0.77,0,-3.42,0,2.55,-1.32,0,-2.15,0,2.24,-0.63,0,-0.92,0
rosehill-gardens,2,2022-11-05,Cabinho,-0.1,0.12,0,-1.43,0.06,0.36,0.34,0,-2.1,1.51,0.59,0.94,0,-1.19,2.09,1,1.49,0,-0.32,2.42
rosehill-gardens,2,2022-11-05,Lockdown Gamble,-1.83,-0.62,1.73,-1.09,-1.67,-1.67,-0.66,1.51,-0.06,-1.3,-0.9,-0.67,0.37,-0.25,-0.77,-0.05,0.04,0.15,0.12,-0.08
rosehill-gardens,2,2022-11-05,Sir Ravanelli,0,0,-1.7,-1.78,-0.2,0,0,-1.2,-1.49,0.26,0,0,-1.01,-1.1,0.32,0,0,-0.45,-0.44,0.47
rosehill-gardens,2,2022-11-05,Zadig,0.53,0.97,-0.82,-0.51,0,0.58,1.13,-0.53,-0.51,-2.87,0.54,1.45,-0.4,-0.47,-2.41,0.54,1.38,0.22,0.42,-1.07
rosehill-gardens,2,2022-11-05,Facemask,0.12,-1.07,-0.34,-0.5,-1.58,0.35,-0.62,-0.53,0.13,-0.09,0.59,-0.17,-1,0.7,0.79,0.68,-0.06,-0.39,1.72,1.4
rosehill-gardens,2,2022-11-05,Brazen Impact,0,-1.28,-1.38,-0.18,0.61,0,-1.42,-1.75,-0.09,0.1,0,-1.18,-1.37,-0.09,-0.15,0,-0.56,-0.64,0.54,0.37
rosehill-gardens,2,2022-11-05,Super Extreme,-3.37,-0.45,1.08,0.72,-1.55,-2.91,0.78,-0.26,0.38,-1.24,-2.03,0.05,-0.67,-0.54,-1.63,-0.67,-0.32,-0.78,0.03,-1.08
rosehill-gardens,2,2022-11-05,Dark Satin,-1.34,0,-1.96,-3.02,0,-1.51,0,-2.31,-3.67,0,-1.56,0,-2.47,-2.41,0,-0.69,0,-1.27,-1.19,0
rosehill-gardens,2,2022-11-05,Hard To Dismiss,-1.7,-1.91,-2.64,0,-1.99,-1.29,-0.58,-1.98,-0.54,-1.15,-0.77,-1.08,-1.29,0.39,-0.66,0.04,-0.6,-0.86,0.78,-0.46
rosehill-gardens,2,2022-11-05,Danzadel,-0.82,-0.38,-1.06,-0.64,-2.04,-1.87,-0.02,-1.7,-0.47,-1.49,-1.51,0.63,-1.46,-0.35,-1.3,-0.56,0.88,-0.6,0.16,-0.32
rosehill-gardens,2,2022-11-05,Royal Charge,-3.05,-2.39,-1.51,0,0,-2.53,-2.21,-1.37,-0.73,0,-1.95,-1.46,-1.1,-0.3,0,-0.67,-0.28,-0.04,0.29,0
rosehill-gardens,2,2022-11-05,Ribeauville,0.59,0.18,-0.98,-0.94,0,0.91,0.34,-1.21,-1.62,0,1.03,0.87,-1.3,-0.98,0,1.32,1.04,-0.47,-0.44,0
rosehill-gardens,2,2022-11-05,Cubic Zirconia,-1.36,-2.48,0.36,-1.2,-0.39,-1.3,-1.6,1.97,-1.43,-0.7,-0.28,-1.1,1.13,-1.52,-0.84,0.28,-0.65,0.53,-0.59,-0.25
rosehill-gardens,2,2022-11-05,Mathrin,-3.23,-2.49,-1.31,0,-1.34,-2.27,-2.76,-0.89,0,-1.66,-1.44,-1.96,-0.5,0,-1.14,0.05,-1.11,-0.67,0,-0.59
rosehill-gardens,3,2022-11-16,Stick To Your Guns,-1.16,-0.69,-1.65,-2.64,-1.63,-0.88,-0.68,-1.33,-3.7,-1.38,-0.34,-0.5,-1.07,-2.32,-0.57,-0.13,0.07,-0.31,-1.19,0.2
rosehill-gardens,3,2022-11-16,Rebel County,0.82,-1.94,-1.56,-1.62,0,0.93,-2.09,-1.51,-1.7,0,1.26,-1.57,-1.11,-0.73,0,1.06,-0.5,-0.11,-0.22,0
rosehill-gardens,3,2022-11-16,Our Modena,-3.19,-1.42,2.13,-0.89,-2.12,-2.81,-0.76,1.87,-1.24,-1.92,-1.81,-0.57,2.25,-0.49,-1.15,-0.34,0.16,1.71,0.42,-0.29
rosehill-gardens,3,2022-11-16,Son Of Sampson,-1.74,0,-1.14,-0.69,-0.8,-1.66,0,-0.98,-0.76,-0.64,-1.02,0,-1.06,-0.36,-0.41,-0.24,0,-0.22,0.23,0.02
rosehill-gardens,3,2022-11-16,Airman,-1.72,-0.45,0,0,0,-2.24,-0.62,0,0,0,-1.67,-0.35,0,0,0,-0.47,-0.28,0,0,0
rosehill-gardens,3,2022-11-16,Saquon,-0.61,0.19,-0.62,-0.15,0,-0.86,-0.7,-0.95,-0.29,0.26,-0.96,-0.67,-1.44,0.75,0.5,-0.82,-0.19,0.28,0.36,0.54
rosehill-gardens,3,2022-11-16,Comrade Rosa,-2.15,-1.76,0,-0.56,-2.84,-1.91,-1.4,-3.25,-0.76,-2.48,-1.03,-1.04,-2.29,-0.48,-1.59,-0.04,0.16,-0.88,0.15,-0.68
rosehill-gardens,3,2022-11-16,Kouklara,1.99,-0.4,-0.55,0,-2.58,2.32,-1.19,-0.5,0,-2.41,3.07,-1.43,-0.71,0,-0.73,3.05,-0.97,0.06,0,-0.03
rosehill-gardens,1,2022-11-16,Oriental Tycoon,-2.47,-2.52,-0.36,0,0,-2.67,-2.6,-0.31,0,0,-2.19,-2.13,-0.6,0,0,-1.17,-0.95,-0.44,0,0
rosehill-gardens,1,2022-11-16,High Blue Sea,-0.78,-1.55,0,0,0,-1.2,-1.36,0,0,0,-0.71,-0.63,0,0,0,-0.19,-0.13,0,0,0
rosehill-gardens,1,2022-11-16,Grebeni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosehill-gardens,1,2022-11-16,Personal Best,-1.32,0,0,0,0,-2.14,0,0,0,0,-1.45,0,0,0,0,-0.73,0,0,0,0
rosehill-gardens,1,2022-11-16,Shihab,-1.94,-2.04,0,0,0,-1.55,-2.12,0,0,0,-0.76,-1.65,0,0,0,-0.47,-0.59,0,0,0
rosehill-gardens,1,2022-11-16,Harold The Great,-0.67,0.47,0,0,0,-1.53,0.22,0,0,0,-1.1,0.77,0,0,0,-0.43,0.28,0,0,0
rosehill-gardens,1,2022-11-16,Gelsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosehill-gardens,2,2022-11-16,Forecaster,0,1.75,-1.41,1.97,0,0.37,1.87,-1.29,1.8,0.12,-0.12,1.45,-1.1,1.08,-0.07,-0.11,1.39,-0.51,0.54,0.3
rosehill-gardens,2,2022-11-16,Ammahell,-1.5,0,0,0,0,-1.56,0,0,0,0,-1.29,0,0,0,0,-0.47,0,0,0,0
rosehill-gardens,2,2022-11-16,Tango Fame,2.33,2.83,0.61,0.37,0,2.33,2.29,0.45,-0.35,0,2.41,1.84,-0.11,-1.06,0,2.42,1.53,0.4,-0.33,0
rosehill-gardens,2,2022-11-16,Tashi,-0.84,0,0,0,0,-0.53,0,0,0,0,-0.59,0,0,0,0,-0.28,0,0,0,0
rosehill-gardens,2,2022-11-16,Felix Majestic,-0.04,-0.99,0,0,0,-1.66,-1.04,-1.13,0,0,-1.44,-0.1,-1.03,0,0,-0.72,0.07,-0.28,0,0
rosehill-gardens,2,2022-11-16,O'tycoon,-1.62,-0.35,1,0,0,-1.13,-0.92,0.38,0,0,-0.38,-0.98,0.14,0,0,-0.51,-0.41,0.4,0,0
rosehill-gardens,2,2022-11-16,Operative,-0.9,2.1,0,0,0,-1.44,1.55,0,0,0,-1.33,0.36,0,0,0,-0.42,0.95,0,0,0
rosehill-gardens,2,2022-11-16,Whinchat,-0.96,0,0.44,0,0,-1.38,0,-0.22,0,0,-1.08,0,-0.32,0,0,-0.64,0,-0.13,0,0
rosehill-gardens,2,2022-11-16,Unravel,-1.59,0,0,0,0,-0.78,0,0,0,0,-0.12,0,0,0,0,-0.81,0,0,0,0
rosehill-gardens,1,2022-11-26,Diabelli,-1.12,0,0,0,0,-1.36,0,0,0,0,-0.97,0,0,0,0,-0.42,0,0,0,0
rosehill-gardens,1,2022-11-26,Disneck,-0.46,0,0,0,0,0.16,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
rosehill-gardens,1,2022-11-26,Wild Beau,0,0,0,0,0,1.65,0,0,0,0,1.35,0,0,0,0,1.3,0,0,0,0
rosehill-gardens,2,2022-11-26,Colour Sergeant,-2.98,-2.34,-0.35,0,-2.42,-2.47,-1.34,0.17,0,-2.2,-1.16,-0.77,0.49,0,-1.32,-0.6,-0.33,0.7,0,-0.41
rosehill-gardens,2,2022-11-26,Flambeur,-2.13,-2.45,-2.49,0,0,-1.83,-2.03,-1.97,0,0,-1.6,-1.44,-1.14,0,0,-0.7,-0.32,-0.02,0,0
rosehill-gardens,2,2022-11-26,Whanga Wonder,-0.64,0.36,-2.73,0,0,-0.64,-0.39,-1.72,0,0,-0.39,-0.2,-1.2,0,0,-0.52,0.3,-0.54,0,0
rosehill-gardens,2,2022-11-26,Dolphina,-2.48,-2.03,-2.29,-2.18,-1.38,-2.65,-2.02,-1.82,-1.58,-1.11,-1.23,-1.59,-1.14,-1.12,-0.68,-0.29,-0.92,-0.9,-0.52,0.23
rosehill-gardens,2,2022-11-26,Real Peace,-1.53,-1.9,-1.6,-0.09,-1.73,-1.39,-1.94,-1.38,-0.22,-1.1,-1.32,-1.26,-0.94,0.02,-0.52,-0.56,-0.28,-0.25,0.2,0.24
rosehill-gardens,2,2022-11-26,Loving Cilla,-2.88,-2.7,3.94,-1.65,-2.66,-3.03,-2.37,4.5,-1.92,-2.11,-1.97,-2.02,2.97,-1.78,-1.74,-0.79,-1.08,1.74,-0.59,-1.1
rosehill-gardens,2,2022-11-26,Jack Duggan,-0.48,-3.21,-3.11,0,-1.87,-0.48,-2.04,-2.64,-2.59,-1.52,-0.23,-0.04,-1.89,-2.15,-1.01,-0.12,-0.02,-0.65,-0.81,0.15
rosehill-gardens,2,2022-11-26,Wolves,-0.77,-0.86,-0.07,-0.02,-2.24,-0.91,-1.22,-0.79,-0.5,-2.98,-0.61,-0.67,-1.46,-0.86,-1.84,-0.51,0.01,-0.87,-0.47,-0.83
rosehill-gardens,2,2022-11-26,Just Business,-2.54,0.62,-1.96,-1.44,-2.42,-2.1,-0.17,-1.81,-0.83,-2.49,-1.47,0.02,-0.87,-0.14,-2.06,-0.84,0.4,-0.14,0.5,-1.11
rosehill-gardens,3,2022-11-26,I'm Not Slew,0,1.85,0,0,-0.82,0,1.74,-0.94,-1.82,-0.9,0,1.88,-0.62,-1.16,-0.9,0,1.65,-0.17,-0.02,-0.42
rosehill-gardens,3,2022-11-26,Imatruestar,-0.84,-1.08,-0.59,-1.61,0,-0.98,-1.01,-0.75,-0.67,0,-1.12,-1.02,-0.3,-0.43,0,-0.48,-0.14,0.12,-0.41,0
rosehill-gardens,3,2022-11-26,Just Strolling,0.45,-1.22,0,0.56,0,0.1,-0.96,-1.92,0.66,-2.33,-0.11,-0.89,-1.46,0.76,-1.83,0.26,0.12,-0.53,0.71,-0.5
rosehill-gardens,3,2022-11-26,Miss Kirribilli,-0.66,-0.89,-0.25,0.42,-0.91,-0.25,-0.79,-0.34,0.25,-0.81,0.06,-0.61,0.02,0.05,0.22,0.13,-0.18,0.57,0.38,0.31
rosehill-gardens,3,2022-11-26,Extra Flash,0,-0.71,-1.11,0,-1.1,-1.17,-0.28,-1.36,-0.82,-0.82,-0.66,-0.54,-0.5,-1.09,0.2,-0.11,-0.1,0.22,-0.33,-0.14
rosehill-gardens,3,2022-11-26,Sussu,-2.07,-2.01,1.81,0,0,-1.74,-1.33,0.8,-0.69,0,-1.19,-0.57,0.26,-0.3,0,-0.42,-0.04,-0.09,0.29,0
rosehill-gardens,3,2022-11-26,Sammiballerina,0.62,-1.12,0,-1.18,-1.21,1.15,-1.63,0,-1.18,-1.63,1.14,-1.59,0,-0.79,-1.16,1.26,-0.74,0,-0.18,-0.65
rosehill-gardens,3,2022-11-26,Parties Galore,-1.25,0.17,-0.56,-0.16,0,-0.46,0.03,-0.56,-0.08,0,-0.17,1.03,-0.48,0.35,0,-0.18,0.6,-0.16,0.05,0
rosehill-gardens,3,2022-11-26,Southern Appeal,0,0,0,-1.07,0.82,0,0,0,-1.57,0.5,0,0,0,-0.6,0.51,0,0,0,-0.18,0.66
rosehill-gardens,3,2022-11-26,Kora Magic,0.01,-0.73,-1.13,-0.8,0,0.44,-0.46,-0.45,-0.24,-0.55,1.21,0.04,0.19,-0.58,-0.77,0.36,0.74,0.7,0.13,0
rosehill-gardens,3,2022-11-26,Tai Lung,-1.09,0.49,0.3,-0.39,0,-2.01,-0.7,0.13,-1.39,0.38,-1.48,-0.61,-0.1,-0.9,0.44,-0.55,-0.09,0.07,-0.09,0.35
rosehill-gardens,3,2022-11-26,Obey,-0.87,-1.57,0,0,-2.12,-0.55,-1.17,-0.72,-2.58,-1.58,-0.55,-1.01,-0.82,-2.47,-1.47,-0.38,0.19,-0.13,-0.91,-0.42
rosehill-gardens,3,2022-12-03,Forecaster,-1.29,0,1.75,-1.41,1.97,-1.1,0.37,1.87,-1.29,1.8,-1.16,-0.12,1.45,-1.1,1.08,-0.62,-0.11,1.39,-0.51,0.54
rosehill-gardens,3,2022-12-03,Garza Blanca,-1.69,-1.68,-2.23,-0.21,0,-1.14,-1.51,-2.19,-0.7,0,-0.88,-0.88,-1.73,-0.62,0,-0.26,-0.07,-0.83,0.31,0
rosehill-gardens,3,2022-12-03,Sorgente,-1.34,1.51,-1.09,0,0,-1.1,1.42,-1.04,0,0,-0.91,1.25,-1.18,0,0,-0.35,0.88,-0.23,0,0
rosehill-gardens,3,2022-12-03,Yoshino,-0.55,-1.25,-1.21,0.6,0,0,-1.41,-1.72,-0.16,0,-0.28,-0.98,-1.65,-0.26,0,-0.15,-0.85,-0.68,-0.3,0
rosehill-gardens,3,2022-12-03,Great Barrier Reef,-1.54,-0.06,-0.08,-2.16,-2.02,-0.82,0.36,-0.27,-1.65,-2.01,-0.5,1.42,-0.01,-0.75,-1.87,-0.26,1.64,0.12,-0.32,-0.86
rosehill-gardens,3,2022-12-03,Tashi,-1.25,-0.84,0,0,0,-1.02,-0.53,0,0,0,-1.12,-0.59,0,0,0,-0.58,-0.28,0,0,0
rosehill-gardens,3,2022-12-03,Felix Majestic,-0.93,-0.04,-0.99,0,0,-0.7,-1.66,-1.04,-1.13,0,-0.88,-1.44,-0.1,-1.03,0,-0.46,-0.72,0.07,-0.28,0
rosehill-gardens,3,2022-12-03,Invertational,-2.01,0,0,0,0,-1.87,0,0,0,0,-1.2,0,0,0,0,-0.66,0,0,0,0
rosehill-gardens,1,2022-12-03,Notions,0.78,0,-0.08,0.99,-3.78,0.07,0,-0.03,0.97,-4.33,0.02,0,-1.08,1.09,-2.35,0.54,0,-0.14,1.03,-1.12
rosehill-gardens,1,2022-12-03,Secret Glamour,-1.93,-1.45,-0.31,-1,1.73,-1.96,-1.1,0.22,-0.96,2.32,-1.69,-0.83,0.62,0.2,1.9,-0.38,0,0.55,0.57,1.41
rosehill-gardens,1,2022-12-03,Rosovo,-2.86,-2.19,-2.28,0,0,-2.59,-2.15,-2.08,0,0,-2.17,-1.51,-1.64,0,0,-0.95,-0.53,-0.73,0,0
rosehill-gardens,1,2022-12-03,Kazalark,-0.32,0,-1.93,0,0,-0.97,0,-1.96,0,0,-0.74,0,-1.38,0,0,-0.16,0,-0.85,0,0
rosehill-gardens,1,2022-12-03,Whangaehu,-2.19,-2.47,-0.26,0,-0.95,-2.03,-2.33,-0.38,0,-0.98,-1.59,-1.78,-0.56,0,-0.63,-0.72,-0.88,-0.18,0,-0.08
rosehill-gardens,1,2022-12-03,Nautical Miss,-1.5,-2.35,-2.67,-1.86,0,-1.39,-2.18,-2.16,-2.9,0,-0.48,-1.51,-1.19,-1.78,0,-0.34,-0.61,-0.41,-0.88,0
rosehill-gardens,1,2022-12-03,Reginald,-3.27,-1.2,-1.91,-0.66,-0.74,-2.49,-0.98,-1.78,-0.54,-0.02,-0.98,-0.61,-1.19,0.37,0.41,-0.38,-0.28,-0.57,0.49,0.7
rosehill-gardens,2,2022-12-03,Free State,-1.8,-0.09,0.69,-1.18,-2.1,-1.31,-0.45,0.39,-1.05,-1.62,-0.54,-0.16,0.17,-0.46,-1.01,-0.17,0.1,0.71,0.15,-0.29
rosehill-gardens,2,2022-12-03,Sungblue,-2.03,0,0,-0.99,0,-1.78,0,0,-1.11,-2.79,-1.47,0,0,-0.83,-2.21,-0.55,0,0,0.1,-0.87
rosehill-gardens,2,2022-12-03,Zadig,-0.9,-1.1,0.53,0.97,-0.82,-0.67,-0.6,0.58,1.13,-0.53,-0.34,-0.41,0.54,1.45,-0.4,-0.11,0.06,0.54,1.38,0.22
rosehill-gardens,2,2022-12-03,The Dramatist,1.3,0,-0.99,0,-0.65,0.85,0,-0.91,-2.69,-1.11,0.84,0,-0.71,-2.29,-1.01,0.7,0,0.38,-1.07,-0.46
rosehill-gardens,2,2022-12-03,Memories,-1.99,-0.73,-1.36,0,0,-2.21,-0.49,-0.78,0,0,-1.3,-0.4,-0.18,0,0,-0.96,-0.31,0.48,0,0
rosehill-gardens,2,2022-12-03,Almahero,0.35,-0.38,-1.42,-1.52,0,0.05,-0.06,-1.49,-2.15,0,0.36,0.43,-0.62,-1.29,0,0.68,1,-0.47,-0.46,0
rosehill-gardens,2,2022-12-03,Moorabinda Mick,-5.04,0,-1.83,-2.16,-2.75,-4.18,-0.97,-1.75,-1.81,-2.55,-2.69,-0.54,-0.73,-1.31,-1.38,-0.78,0.32,-0.02,-0.24,-0.32
rosehill-gardens,2,2022-12-03,Smooth Esprit,3.9,-0.27,-1.42,-1.7,-2.67,3.15,0.11,-1.69,-0.99,-2.3,2.86,0.27,-1.74,0.42,-1.95,2.4,0.76,-0.95,0.96,-0.88
rosehill-gardens,2,2022-12-03,Lumber Dream,0,-0.69,-3.75,-0.46,0,0,-0.95,-2.71,-0.45,0,0,-0.72,-1.8,0.3,0,0,-0.24,-0.63,0.29,0
rosehill-gardens,2,2022-12-03,Dark Satin,-2.53,-1.76,0,-1.34,0,-2.04,-1.54,0,-1.51,0,-1.27,-1.29,0,-1.56,0,-0.62,-0.66,0,-0.69,0
rosehill-gardens,2,2022-12-03,Danzadel,-2.08,-2.12,-0.82,-0.38,-1.06,-1.55,-1.92,-1.87,-0.02,-1.7,-0.66,-1.49,-1.51,0.63,-1.46,-0.41,-0.74,-0.56,0.88,-0.6
rosehill-gardens,2,2022-12-03,Piccinni,0,0,-0.9,0,-0.1,-1.56,0,-1.21,0,-1.11,-0.89,0,-1.04,0,-0.75,0,0,-1.01,0,-0.17
rosehill-gardens,2,2022-12-03,Radiohead,0.08,-0.79,-1.62,-1.85,0,-0.23,-1.05,-1.77,-1.51,0,-0.26,-0.54,-1.9,-1.03,0,-0.28,-0.18,-1.07,-0.42,0
rosehill-gardens,2,2022-12-03,Sea Of Flames,-1.03,-1.21,0.97,-0.98,-1.03,-0.67,-0.57,1.17,-0.92,-1.75,-0.15,-0.35,1.61,0.2,-1.41,0.53,-0.04,1.18,-0.46,-0.41
rosehill-gardens,2,2022-12-03,Lady Tabloid,-2.52,-1.93,-0.63,-1,0,-1.97,-1.61,-0.23,-1.06,0,-1.42,-1.34,0.35,-0.85,0,-0.75,-0.37,0.13,-0.02,0
rosehill-gardens,2,2022-12-03,Master Of Rewards,-2.36,-1.65,0,-0.65,0.75,-1.99,-0.93,-2.41,-0.92,0.57,-1.22,-0.15,-1.91,-1.96,0.62,-0.59,0.13,-0.46,-0.55,0.59
rosehill-gardens,2,2023-01-07,Danish Prince,-1.36,-2.53,-1.31,-1.55,0,-1.66,-2.26,-1.11,-1.18,0,-1.59,-1.91,-0.81,-0.92,0,-0.35,-0.97,-0.29,-0.49,0
rosehill-gardens,2,2023-01-07,Tympanist,-1.42,-3.38,1.74,-1.52,-3.79,-1.05,-3.09,1.35,-0.9,-4.1,-0.82,-2.1,1.5,-0.78,-1.64,0.1,-0.78,1.52,-0.25,-0.29
rosehill-gardens,2,2023-01-07,Green Shadows,-1.46,-2.86,-2.83,-1.81,1.93,-1.35,-1.89,-2.5,-1.57,1.89,-1.39,-1.7,-2.15,-1.14,2.37,-0.69,-0.74,-1.19,-0.63,1.87
rosehill-gardens,2,2023-01-07,Wategos,-1.09,-2.46,-1.51,-1.66,-1.83,-0.78,-1.87,-2.31,-1.44,-1.64,-0.56,-1.62,-1.54,-1.1,-0.83,-0.02,-0.65,-0.49,-0.41,-0.63
rosehill-gardens,2,2023-01-07,Wineglass Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosehill-gardens,2,2023-01-07,Semana,-1.31,0.67,-0.47,-1.33,0,-1.01,-0.24,-0.16,-0.66,0,-0.83,0.1,-0.06,-0.2,0,-0.12,0.19,-0.32,0.23,0
rosehill-gardens,3,2023-01-07,Narito,-1.81,-2.3,-1.24,-1.46,0,-1.84,-1.83,-1.66,-0.53,0,-1.34,-1.32,-1.24,-0.1,0,-0.49,-0.7,-0.47,-0.19,0
rosehill-gardens,3,2023-01-07,Aspen Chase,-1.8,0.09,0,-0.6,2.3,-1.51,0.41,-0.29,-0.33,1.99,-1.33,0.72,-0.4,-0.09,1.06,-0.57,0.11,-0.45,0.01,1.31
rosehill-gardens,3,2023-01-07,The Great Houdini,-0.85,0,0,0,0,-0.04,0,0,0,0,-0.13,0,0,0,0,-0.06,0,0,0,0
rosehill-gardens,3,2023-01-07,Smokeshow,-2.42,-0.19,-0.41,0,0,-1.82,-1.2,-0.47,0,-0.81,-0.89,-0.93,-0.74,0,-0.44,-0.29,-0.47,-0.81,0,0.03
rosehill-gardens,3,2023-01-07,Compassionate,0.23,-1.29,-1.93,2.13,-0.35,0.34,-0.62,-1,1.87,-1.21,0.32,-0.76,-0.69,1.22,-0.58,0.42,-0.02,-0.4,1.49,-0.24
rosehill-gardens,3,2023-01-07,Passeggiata,-0.22,0,0,0,0,0.02,0,0,0,0,-0.13,0,0,0,0,-0.09,0,0,0,0
rosehill-gardens,1,2023-01-07,Pokerjack,-1.06,0,-1.17,-0.47,-1.66,-0.62,0,-0.42,-1,-1.29,0.05,0,0.03,-0.34,-0.78,0.53,0,0.34,-0.09,-0.21
rosehill-gardens,1,2023-01-07,Pretty Woman,-2.11,-0.64,-1.6,-1.11,-1.03,-1.43,-0.41,-1.45,-1.16,-0.6,-0.94,-0.18,-0.33,-0.9,-0.47,-0.25,0.01,0.22,0.03,0.2
rosehill-gardens,1,2023-01-07,Valiant,-0.3,-0.86,-0.7,0.61,0.41,0.01,-0.42,-0.65,1.12,-0.4,-0.02,-0.03,-0.5,0.98,-0.19,0.31,0.56,-0.11,0.7,0.22
rosehill-gardens,1,2023-01-07,Proverbial,-1.4,-2.09,-2.45,0,0,-1.11,-1.79,-1.77,-1.83,0,-0.86,-1.38,-1.51,-1.51,0,-0.43,-0.69,-0.74,0.01,0
rosehill-gardens,1,2023-01-07,Ticket To Anywhere,-2.19,-1.91,-2.68,-1.71,-0.11,-1.27,-1.71,-2.09,-1.2,0.05,-0.66,-1.28,-0.86,-0.43,0.2,-0.1,-0.45,0.01,-0.24,0.69
rosehill-gardens,1,2023-01-07,Auzstar,-0.08,-0.74,-1.1,0.54,0,0.04,-0.38,-1.61,0.76,0,0.19,-0.27,-0.32,1.73,0,-0.25,-0.48,-0.34,0.6,0
rosehill-gardens,1,2023-01-07,Vilified,-1.42,-2.73,-0.35,0.33,0,-1.07,-3.01,-1.13,0.33,0,-0.94,-2.33,-0.29,1.45,0,-0.17,-0.99,0.03,0.98,0
rosehill-gardens,1,2023-01-07,Hardy,0.46,0,-0.55,-2.58,49.68,-0.15,-0.76,-0.44,-2.3,-3.64,-0.05,-0.61,-0.38,-1.44,-3.08,0.3,-0.04,0.01,-0.83,-1.84
rosehill-gardens,1,2023-01-07,Volterra,1.43,1.7,-3.2,-0.53,0.81,1.06,1.48,-2.64,-0.22,1.7,0.48,1.56,-1.71,0.2,1.47,0.5,1.41,-0.96,0.9,1.62
rosehill-gardens,1,2023-01-07,Iconic Dame,-0.77,-1.74,0,-1.44,-1.02,-0.42,-1.51,0,-0.65,-0.92,-0.37,-1.22,0,-0.41,-0.42,0,-0.36,0,0.06,-0.05
rosehill-gardens,1,2023-01-07,Overextend,-2,-0.67,0.06,-0.64,-0.06,-1.16,-0.17,-0.09,-0.72,-0.34,-0.57,-0.27,-0.26,-0.43,-0.72,-0.07,0,0.12,-0.01,-0.16
rosehill-gardens,1,2023-01-07,Our Boy Ollie,0.15,-0.46,0,0,0,0.18,-0.17,-1.88,-1.24,0,0.24,0.17,-1.79,-1.08,0,0.66,0.46,-1.18,0.19,0
rosehill-gardens,1,2023-01-07,Behind The Storm,0,0,2.39,-1.29,0,-2.4,-2.03,2.03,-1.4,-1.99,-1.86,-1.38,1.98,-0.8,-1.57,-0.93,-0.31,1.89,-0.33,-0.56
rosehill-gardens,1,2023-01-07,Devine Miss,-2.32,-0.11,-2.46,0,-1.64,-2.09,-1,-2.03,0,-1.25,-2.09,-0.69,-1.8,0,-0.78,-1.01,-0.15,-0.71,0,-0.2
